timestamp,open,high,low,close,volume
2023-01-01 00:00:00,100.5292157037903,100.82602332008794,100.30800863030939,100.5292157037903,974.5025189779109
2023-01-01 01:00:00,100.5292157037903,100.5242114900946,99.9522120807785,100.24557017506247,986.6195876778941
2023-01-01 02:00:00,100.24557017506247,100.79895734662473,100.41440148096021,100.54466742033632,999.7056973986138
2023-01-01 03:00:00,100.54466742033632,101.29100022765226,100.89586590432029,101.04883699741734,995.6197455770689
2023-01-01 04:00:00,101.04883699741734,101.23123427993681,100.78472965965241,101.0623594472542,997.6813222422992
2023-01-01 05:00:00,101.0623594472542,100.46440202761634,100.13538981204876,100.33443169879858,945.512149002031
2023-01-01 06:00:00,100.33443169879858,101.15186001874622,100.75546767835903,101.03816460057149,1061.156024097601
2023-01-01 07:00:00,101.03816460057149,100.98287065123164,100.69500792491411,100.8332539253768,1060.757965438795
2023-01-01 08:00:00,100.8332539253768,101.16148936818321,100.76467470315252,100.97321844488035,987.5491116402001
2023-01-01 09:00:00,100.97321844488035,101.45984680928107,101.08556229261586,101.25288666355222,963.9371691473136
2023-01-01 10:00:00,101.25288666355222,101.55636596104188,101.13301421662908,101.29844319687128,1045.9471975685706
2023-01-01 11:00:00,101.29844319687128,102.1140845419566,101.62421877984649,101.81703519016422,1004.5835439689837
2023-01-01 12:00:00,101.81703519016422,101.86019315698691,101.54473496945137,101.73458746817171,1035.8036495453835
2023-01-01 13:00:00,101.73458746817171,101.79172782820581,101.49397166573311,101.66830166812777,1019.8628465777945
2023-01-01 14:00:00,101.66830166812777,102.11254018481509,101.60213704036713,101.89048114555584,1062.8079935574517
2023-01-01 15:00:00,101.89048114555584,102.23696621924711,101.7317136813372,101.9829474864968,1065.4468695119308
2023-01-01 16:00:00,101.9829474864968,102.73284570952363,102.20505136047032,102.45659192278411,1011.1434688781931
2023-01-01 17:00:00,102.45659192278411,102.36546122553251,101.91108709996524,102.07234373425938,987.3432660519802
2023-01-01 18:00:00,102.07234373425938,102.65700178130515,102.13272022995635,102.35333453643669,981.8707486254251
2023-01-01 19:00:00,102.35333453643669,102.31249968619926,101.86742662973471,102.1287085167032,1072.1139199341628
2023-01-01 20:00:00,102.1287085167032,101.92370194391816,101.48092475375326,101.7445633062958,1002.6548347095594
2023-01-01 21:00:00,101.7445633062958,102.96529985510787,102.65837921327113,102.83206884223043,1032.447011100019
2023-01-01 22:00:00,102.83206884223043,103.26498301145692,102.75898438525888,103.02083713580848,1031.377563984992
2023-01-01 23:00:00,103.02083713580848,102.90189628061982,102.41061522179531,102.664379782581,1055.6378939232768
2023-01-02 00:00:00,102.664379782581,103.97595270596199,103.56043861026083,103.6934786884515,982.7998537912443
2023-01-02 01:00:00,103.6934786884515,102.82444451260835,102.42119558872649,102.7017656114279,1070.3126501479037
2023-01-02 02:00:00,102.7017656114279,103.48342134328338,103.08289155308002,103.27732588155025,1086.2276074805648
2023-01-02 03:00:00,103.27732588155025,103.55638898886605,103.12910874878747,103.33296618390439,1071.3193102600292
2023-01-02 04:00:00,103.33296618390439,104.12868412823441,103.77726573489797,103.97447811577197,1057.8574401613498
2023-01-02 05:00:00,103.97447811577197,104.22024062811948,103.85869008903026,104.08097499498682,1076.699353931086
2023-01-02 06:00:00,104.08097499498682,104.09445669063616,103.57939256894089,103.81217460427811,1091.275661356986
2023-01-02 07:00:00,103.81217460427811,104.12084261676857,103.79703148800755,104.00466214500199,966.9205575253609
2023-01-02 08:00:00,104.00466214500199,103.9518052927593,103.46679095937581,103.7504006773846,1158.5712203635007
2023-01-02 09:00:00,103.7504006773846,103.67555725730904,103.31447107051181,103.54802047375877,1098.4489211920359
2023-01-02 10:00:00,103.54802047375877,104.36278978795026,103.97561716603836,104.1634087819804,1059.259305240084
2023-01-02 11:00:00,104.1634087819804,104.74934528275728,104.24873117062965,104.44021013006174,1072.2279737791068
2023-01-02 12:00:00,104.44021013006174,105.08168692428565,104.61293339589635,104.88791565610116,1110.1262401316244
2023-01-02 13:00:00,104.88791565610116,105.29007540055932,104.82693651819842,105.00506541907048,1088.2428717273283
2023-01-02 14:00:00,105.00506541907048,104.7828851183857,104.50476371177778,104.65367643176506,1014.1701108284891
